,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
1567,前鎮區,建物,高雄市前鎮區廣西路２０７號八樓之２,0.0,,,,1100916,土地0建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7180000,51020,坡道平面,24.86,1050000,房地交易總價內含地上權權利價值215萬元地上權房屋；,RPQSMLQKKHHGFCE18DA,70.97,2.42,3.5,有,
1568,前鎮區,建物,高雄市前鎮區廣西路２０７號十一樓之５,0.0,,,,1101025,土地0建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6380000,54416,坡道平面,24.86,1050000,房地交易總價內含地上權權利價值191萬元地上權房屋；,RPQTMLQKKHHGFCE28DA,55.85,5.27,2.92,有,
1569,前鎮區,建物,高雄市前鎮區廣西路２０７號十二樓之５,0.0,,,,1100911,土地0建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6280000,53395,坡道平面,24.86,1050000,房地交易總價內含地上權權利價值188萬元地上權房屋；,RPRTMLQKKHHGFCE38DA,55.85,5.27,2.92,有,
1571,前鎮區,建物,高雄市前鎮區廣西路１９９號二樓之６,0.0,,,,1100919,土地0建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,143.25,3,2,2,有,有,7700000,54903,坡道平面,24.86,1200000,房地交易總價內含地上權權利價值231萬元地上權房屋；,RPOQMLQKKHHGFCE77DA,70.97,0.66,3.5,有,
1572,前鎮區,建物,高雄市前鎮區廣西路１９９號十三樓之６,0.0,,,,1101116,土地0建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7540000,53100,坡道平面,24.86,1160000,房地交易總價內含地上權權利價值226萬元地上權房屋；,RPRQMLQKKHHGFCE08DA,70.97,2.42,3.5,有,
1573,前鎮區,建物,高雄市前鎮區廣西路２０１號二樓之６,0.0,,,,1101117,土地0建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,143.25,3,2,2,有,有,7120000,50004,坡道平面,24.86,1200000,房地交易總價內含地上權權利價值214萬元地上權房屋；,RPSQMLQKKHHGFCE18DA,70.97,0.66,3.5,有,
1579,苓雅區,房地(土地+建物)+車位,高雄市苓雅區中華四路９８號１６樓,11.86,商,,,1110223,土地1建物1車位1,十六層，電梯樓梯間,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830910,170.71,3,2,2,有,有,14000000,82010,坡道平面,0.0,1850000,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLKMLHHGFBE77DA,121.71,1.05,10.95,有,
1581,苓雅區,房地(土地+建物)+車位,高雄市苓雅區輔仁路６３號五樓,28.72,住,,,1110113,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1081119,233.47000000000003,3,2,2,有,有,18480000,78774,坡道平面,21.09,1750000,,RPRPMLPKLHHGFBE87DA,111.73,5.0,21.76,有,
1584,苓雅區,房地(土地+建物),高雄市苓雅區興中二路１４８號９樓之５,5.54,商,,,1101229,土地1建物1車位0,九層，十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860227,55.01,1,1,2,有,有,3300000,59989,,0.0,0,,RPROMLLLKHHGFBE37DA,39.22,0.0,1.71,有,123.0
1586,前金區,房地(土地+建物)+車位,高雄市前金區市中一路９２號十樓,13.7,住,,,1110321,土地2建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101201,135.26,3,2,2,有,有,13160000,97294,坡道機械,0.0,0,,RPOOMLKMLHHGFAE07DA,69.22,2.93,6.67,有,
1587,前金區,房地(土地+建物)+車位,高雄市前金區市中一路９８號三樓,17.16,住,,,1100918,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101201,169.7,3,2,2,有,有,11300000,66588,坡道平面,29.61,0,,RPPOMLKMLHHGFAE17DA,72.65,1.6,14.69,有,
1588,前金區,房地(土地+建物)+車位,高雄市前金區市中一路１００號三樓,16.85,住,,,1101211,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101201,165.37,3,2,2,有,有,14680000,88771,坡道平面,32.33,0,,RPQOMLKMLHHGFAE27DA,72.52,4.74,7.21,有,
1589,前金區,房地(土地+建物)+車位,高雄市前金區市中一路１００號七樓,14.65,住,,,1110223,土地2建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101201,144.18,3,2,2,有,有,11500000,79761,坡道機械,11.14,0,,RPROMLKMLHHGFAE37DA,72.52,4.74,7.21,有,
1590,前金區,房地(土地+建物)+車位,高雄市前金區市中一路９６號十一樓,21.57,住,,,1110321,土地2建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101201,211.4,3,2,2,有,有,20750000,98155,坡道平面,40.74,0,含裝潢費；,RPTOMLKMLHHGFAE57DA,84.22,5.65,18.49,有,
1596,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東二路４３８號十四樓,18.72,商,,,1110203,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950808,191.23000000000002,4,2,2,有,有,20580000,107619,坡道平面,16.79,0,含裝潢費；含傢俱設備費；,RPSOMLPLLHHGFAE87DA,108.54,1.17,12.35,有,
1598,鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路７８號十樓之２,11.87,商,,,1110213,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941213,121.38,3,2,2,有,有,12100000,99687,坡道機械,6.02,0,含傢俱設備費；,RPXOMLPLLHHGFAE38DA,68.4,3.27,9.32,有,
1600,鼓山區,房地(土地+建物),高雄市鼓山區龍勝路１７２號十四樓,7.83,商,,,1110224,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950809,80.07000000000001,2,1,1,有,有,8550000,106782,,0.0,0,含傢俱設備費；,RPPNMLMLLHHGFAE17DA,49.26,1.04,4.22,有,128.0
1601,鼓山區,房地(土地+建物),高雄市鼓山區美術東二路４６號三樓之１,17.65,住,,,1110220,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931206,136.72,3,2,2,有,有,12500000,91428,,0.0,0,本標的目前主臥衛浴天花板有滲漏水情形買方同意自行修繕處理賣方不負民法規範滲漏水瑕疵保固之責任唯上他方如由上層標的滲漏到本標的賣方應修繕完成點交給買方,RPPPMLPKLHHGFAE57DA,83.02,2.77,11.02,有,
1602,鼓山區,房地(土地+建物)+車位,高雄市鼓山區大順一路１０１１巷８號二十三樓之４,5.57,住,,,1110301,土地1建物1車位1,二十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840707,72.11,1,2,1,有,有,5200000,72112,坡道機械,0.0,1000000,陽台外推；,RPXNMLLJLHHGFAE67DA,41.58,0.0,7.4,有,129.0
1603,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路３０７號二十五樓,18.92,住,,,1100907,土地1建物1車位2,二十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100430,268.77,4,2,2,有,有,30680000,114150,坡道平面,44.38,0,,RPQNMLNJJIGGFAE96DA,125.92,2.58,16.24,有,
1604,鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區五福四路８３之１號十五樓,17.25,住,,,1110128,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040323,220.75,4,2,3,有,有,20070000,90917,坡道平面,20.14,0,,RPQQMLSJKHHGFAE87DA,123.33,4.17,11.33,有,130.0
1608,鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區七賢三路３號三樓之７,14.61,商,,,1110123,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951205,132.67000000000002,3,2,2,有,有,10080000,75978,坡道平面,16.53,0,,RPTPMLLKLHHGFAE57DA,70.55,3.29,9.19,有,
1609,鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山一路１３３巷１６號二樓,25.22,住,,,1110127,土地2建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000120,230.72,4,2,2,有,有,16000000,69348,坡道平面,0.0,0,含裝潢費；含傢俱設備費；,RPQQMLLKLHHGFAE37DA,129.43,0.0,10.86,有,132.0
1613,鼓山區,房地(土地+建物)+車位,高雄市鼓山區大順一路１０１１巷８號十樓之３,10.35,住,,,1110223,土地1建物1車位1,十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840707,123.66,3,2,2,有,有,7800000,63076,坡道機械,0.0,1000000,,RPPNMLLMLHHGFAE17DA,74.39,1.1,13.47,有,
1614,鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路１６８９號三十七樓,21.54,商,,,1101015,土地1建物1車位2,三十七層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1040915,375.19,0,0,0,無,有,33000000,87955,坡道平面,39.52,0,,RPQNMLLMLHHGFAE27DA,193.16,9.14,19.12,有,
1615,鼓山區,房地(土地+建物),高雄市鼓山區昌盛路１號七樓,7.07,商,,,1110216,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941110,78.52,2,1,1,有,有,6700000,85329,,0.0,0,,RPWNMLOLLHHGFAE08DA,46.98,0.78,7.31,有,134.0
1623,鼓山區,房地(土地+建物),高雄市鼓山區美術東四路４５８號六樓之２１,6.09,商,,,1110312,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980325,64.61,1,1,1,有,有,4970000,76923,,0.0,0,,RPRPMLTLLHHGFAE28DA,42.68,1.32,0.0,有,142.0
1624,新興區,房地(土地+建物),高雄市新興區復興二路２１７號二樓之７,4.34,商,,,1091012,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1110114,67.04,2,1,1,有,有,4780000,71301,,0.0,0,,RPRNMLPKJHHGFBE47DA,37.53,1.56,3.72,有,
1625,新興區,房地(土地+建物),高雄市新興區復興二路２１７號三樓之３,4.67,商,,,1090114,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1110114,72.2,2,1,1,有,有,5300000,73407,,0.0,0,,RPUNMLPKJHHGFBE77DA,40.02,1.54,4.52,有,
1626,新興區,房地(土地+建物),高雄市新興區復興二路２１７號六樓之３,4.67,商,,,1100825,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1110114,72.2,2,1,1,有,有,5270000,72992,,0.0,0,,RPWNMLPKJHHGFBE97DA,40.02,1.54,4.52,有,
1627,新興區,房地(土地+建物),高雄市新興區復興二路２１７號十二樓之９,4.34,商,,,1090720,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1110114,67.05,2,1,1,有,有,5510000,82177,,0.0,0,,RPUOMLPKJHHGFBE87DA,37.54,1.56,3.72,有,
1628,新興區,房地(土地+建物),高雄市新興區復興二路２１７號四樓之９,4.34,商,,,1081117,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1110114,67.05,2,1,1,有,有,4990000,74422,,0.0,0,,RPPPMLPKJHHGFBE47DA,37.54,1.56,3.72,有,
1629,新興區,房地(土地+建物),高雄市新興區復興二路２１７號十三樓之９,4.34,商,,,1090714,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1110114,67.05,2,1,1,有,有,5150000,76808,,0.0,0,,RPUPMLSJJHHGFBE18DA,37.54,1.56,3.72,有,
1630,新興區,房地(土地+建物)+車位,高雄市新興區復興二路２１７號八樓之７,6.51,商,,,1081010,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1110114,100.96000000000001,2,1,2,有,有,7630000,69063,其他,12.2,1500000,,RPPNMLKKKHHGFBE86DA,49.7,2.83,4.14,有,
1636,苓雅區,房地(土地+建物)+車位,高雄市苓雅區憲政路１６５號二樓,24.71,住,,,1110208,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100902,183.51,3,2,2,有,有,16600000,90189,坡道平面,19.41,1800000,,RPTOMLSJLHHGFBE18DA,88.88,6.14,9.59,有,
1637,新興區,房地(土地+建物),高雄市新興區復興一路６３號１３樓之９,6.8,商,,,1110221,土地1建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830407,85.25999999999999,2,1,1,有,有,5480000,64274,,0.0,0,含傢俱設備費；陽台外推；,RPXNMLLKLHHGFBE87DA,52.04,1.03,4.98,有,
1639,苓雅區,房地(土地+建物),高雄市苓雅區新光路６２巷１２號１５樓之３,4.02,都市：其他:第三種特定商業專用區,,,1110127,土地1建物1車位0,十五層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,94.72,3,1,1,有,有,4020000,42441,,0.0,0,,RPVNMLRKLHHGFBE28DA,59.7,3.03,10.68,有,
1642,苓雅區,房地(土地+建物)+車位,高雄市苓雅區新光路６２巷１５號１０樓之３,5.94,都市：其他:第三種特定商業專用區,,,1110307,土地1建物1車位1,十層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,150.26999999999998,3,2,2,有,有,7700000,51241,坡道平面,12.65,0,,RPSOMLPKLHHGFBE87DA,90.15,2.9,9.28,有,148.0
1644,新興區,房地(土地+建物),高雄市新興區七賢二路５５號十五樓之８,5.19,商,,,1110306,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060424,79.38,2,1,1,有,有,7300000,91963,,0.0,0,含傢俱設備費；,RPXPMLKMLHHGFBE18DA,46.41,1.95,3.23,有,149.0
1645,苓雅區,房地(土地+建物),高雄市苓雅區三多二路９號五樓之２,7.02,都市：其他:第二種特定商業專用區,,,1110122,土地2建物1車位0,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,72.72999999999999,2,2,1,有,有,6250000,85934,,0.0,0,,RPXQMLKMLHHGFBE28DA,40.42,3.34,2.9,有,150.0
1648,前鎮區,建物,高雄市前鎮區廣西路２０１號十二樓之６,0.0,,,,1101201,土地0建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7320000,51769,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值220萬元地上權房屋；,RPTQMLQKKHHGFCE28DA,70.97,2.42,3.5,有,
1649,前鎮區,建物,高雄市前鎮區廣西路２０１號三樓之２,0.0,,,,1101017,土地0建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7560000,52934,坡道平面,24.86,1200000,房地交易總價內含地上權權利價值227萬元地上權房屋；,RPWPMLQKKHHGFCE48DA,70.97,2.42,3.5,有,
1650,前鎮區,建物,高雄市前鎮區廣西路１９９號十六樓之１,0.0,,,,1101118,土地0建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,107.99,2,2,1,有,有,5680000,55094,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值170萬元地上權房屋；,RPXPMLQKKHHGFCE58DA,47.19,4.45,2.62,有,
1652,前鎮區,建物,高雄市前鎮區廣西路２０７號十四樓之５,0.0,,,,1101116,土地0建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6480000,53905,坡道平面,24.86,1200000,房地交易總價內含地上權權利價值194萬元地上權房屋；,RPSTMLQKKHHGFCE48DA,55.85,5.27,2.92,有,
1653,前鎮區,建物,高雄市前鎮區廣西路２０９號十一樓之３,0.0,,,,1100922,土地0建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6430000,54416,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值193萬元地上權房屋；,RPUTMLQKKHHGFCE68DA,55.85,5.27,2.92,有,
1654,前鎮區,建物,高雄市前鎮區廣西路１９９號十二樓之６,0.0,,,,1101021,土地0建物1車位2,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,169.87,3,2,2,有,有,8500000,52434,坡道平面,49.72,2200000,房地交易總價內含地上權權利價值254萬元地上權房屋；,RPOOMLRKKHHGFCE67DA,70.97,2.42,3.5,有,
1655,前鎮區,建物,高雄市前鎮區廣西路２０７號十四樓之２,0.0,,,,1101001,土地0建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7400000,52434,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值222萬元地上權房屋；,RPSSMLQKKHHGFCE38DA,70.97,2.42,3.5,有,
1656,前鎮區,建物,高雄市前鎮區廣西路２０７號十五樓之２,0.0,,,,1100908,土地0建物1車位1,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7380000,52684,坡道平面,24.86,1050000,房地交易總價內含地上權權利價值221萬元地上權房屋；,RPUSMLQKKHHGFCE58DA,70.97,2.42,3.5,有,
1657,前鎮區,建物,高雄市前鎮區廣西路２０７號九樓之３,0.0,,,,1100919,土地0建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6170000,52272,坡道平面,24.86,1050000,房地交易總價內含地上權權利價值185萬元地上權房屋；,RPVSMLQKKHHGFCE68DA,55.85,5.27,2.92,有,
1658,前鎮區,建物,高雄市前鎮區廣西路２０７號四樓之２,0.0,,,,1101119,土地0建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7000000,49105,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值210萬元地上權房屋；,RPOSMLQKKHHGFCE97DA,70.97,2.42,3.5,有,
1659,前鎮區,建物,高雄市前鎮區廣西路２０７號六樓之２,0.0,,,,1101108,土地0建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7180000,51020,坡道平面,24.86,1050000,房地交易總價內含地上權權利價值215萬元地上權房屋；,RPPSMLQKKHHGFCE08DA,70.97,2.42,3.5,有,
1660,前鎮區,建物,高雄市前鎮區廣西路２０５號十二樓之２,0.0,,,,1100911,土地0建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7230000,51020,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值217萬元地上權房屋；,RPWQMLQKKHHGFCE58DA,70.97,2.42,3.5,有,
1661,前鎮區,建物,高雄市前鎮區廣西路２０５號十一樓之５,0.0,,,,1101110,土地0建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6380000,53905,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值191萬元地上權房屋；,RPQRMLQKKHHGFCE08DA,55.85,5.27,2.92,有,
1662,前鎮區,建物,高雄市前鎮區廣西路２０５號十五樓之３,0.0,,,,1101017,土地0建物1車位1,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6380000,54416,坡道平面,24.86,1050000,房地交易總價內含地上權權利價值191萬元地上權房屋；,RPTRMLQKKHHGFCE38DA,55.85,5.27,2.92,有,
